MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3)
2021-03-04,28.3,409.7,453.1,1061.0
2021-03-05,23.7,397.7,434.0,1501.6
2021-03-06,22.1,461.6,495.6,1327.1
2021-03-07,79.4,605.0,727.0,1048.7
2021-03-08,261.1,1202.1,1602.0,477.7
2021-03-09,67.7,551.5,656.2,1269.3
2021-03-10,20.4,313.4,344.2,1627.0
2021-03-11,17.05,162.65,188.4,1780.6
2021-03-12,21.3,253.5,286.8,1769.3
2021-03-13,18.2,189.2,216.8,1817.6
2021-03-14,19.5,179.9,209.7,1695.7
2021-03-15,27.6,432.9,475.4,1689.5
2021-03-16,40.8,376.4,438.9,1329.4
2021-03-17,41.4,357.5,420.5,1350.7
2021-03-18,30.2,397.7,443.7,1142.9
2021-03-19,20.4,248.9,280.7,1580.2
2021-03-20,29.2,436.0,480.5,1061.8
2021-03-21,27.9,345.8,387.9,1284.0
2021-03-22,84.0,706.2,834.9,1001.9
2021-03-23,96.2,634.9,782.4,1132.5
2021-03-24,42.6,501.2,566.2,1387.4
2021-03-25,36.5,411.1,467.2,1544.3
2021-03-26,21.3,309.4,341.8,1787.4
2021-03-27,19.2,204.5,234.3,1809.1
2021-03-28,12.2,172.4,191.0,2033.4
2021-03-29,25.7,356.5,396.0,1799.9
2021-03-30,337.1,1199.1,1716.6,968.5
2021-03-31,593.3,1537.6,2447.1,561.05
2021-04-01,41.2,388.1,450.7,1459.9
2021-04-02,11.9,146.7,165.1,1984.4
2021-04-03,10.5,159.8,175.9,2040.4
2021-04-04,18.6,292.9,321.4,1914.2
2021-04-05,14.6,145.5,167.9,1907.1
2021-04-06,29.6,266.2,311.6,1666.7
2021-04-07,47.6,402.5,475.5,1588.8
2021-04-08,37.0,440.8,497.7,1637.2
2021-04-09,32.8,355.8,405.9,1684.7
2021-04-10,18.2,295.6,323.5,1818.1
2021-04-11,19.4,339.0,368.9,1632.6
2021-04-12,61.5,684.6,779.1,1365.1
2021-04-13,251.9,965.5,1351.6,1112.9
2021-04-14,84.3,611.6,740.8,1603.4
2021-04-15,29.3,420.2,464.5,1715.1
2021-04-16,42.3,541.6,606.4,1523.5
2021-04-17,28.9,483.5,528.0,1733.7
2021-04-18,40.5,542.7,604.7,1750.3
2021-04-19,99.7,765.5,918.4,1620.05
2021-04-20,101.6,824.8,981.1,2429.16
2021-04-21,44.35,566.3,634.6,2402.56
2021-04-22,36.8,379.0,435.7,2375.96
2021-04-23,67.5,545.6,649.1,2349.37
2021-04-24,38.0,443.0,501.5,2322.77
2021-04-25,14.4,197.5,220.0,2296.17
2021-04-26,17.6,220.2,247.3,2269.58
2021-04-27,80.3,687.1,810.4,2242.98
2021-04-28,26.9,388.7,430.1,2216.38
2021-04-29,19.0,238.2,267.2,2189.78
2021-04-30,26.3,412.6,452.6,2163.19
2021-05-01,16.7,318.4,343.9,2136.59
2021-05-02,23.4,417.1,453.1,2109.99
2021-05-03,14.7,204.6,227.8,2083.4
2021-05-04,16.0,163.0,187.3,2056.8
2021-05-05,19.9,313.6,344.6,2030.2
2021-05-06,46.2,418.2,488.5,2003.61
2021-05-07,13.1,286.6,307.1,1977.01
2021-05-08,9.3,287.1,301.3,1950.41
2021-05-09,12.9,227.7,247.2,1923.82
2021-05-10,8.6,202.3,215.3,1897.22
2021-05-11,49.8,420.3,496.2,1870.62
2021-05-12,6.5,258.4,268.5,1844.02
2021-05-13,37.6,595.2,652.8,1817.43
2021-05-14,9.5,352.6,367.1,1790.83
2021-05-15,17.5,400.5,427.5,1764.23
2021-05-16,11.0,266.2,283.0,1737.64
2021-05-17,22.8,379.9,414.7,1711.04
2021-05-18,40.9,397.0,459.5,1684.44
2021-05-19,22.1,321.5,355.75,1544.35
2021-05-20,32.6,333.2,383.6,1357.0
2021-05-21,17.5,164.3,192.1,1720.7
2021-05-22,22.0,258.0,291.7,1368.3
2021-05-23,17.6,238.1,265.1,1727.5
2021-05-24,27.5,283.1,325.1,1792.2
2021-05-25,29.2,291.5,336.3,1391.6
2021-05-26,30.3,331.7,378.1,1396.7
2021-05-27,34.5,430.8,483.8,1322.05
2021-05-28,46.5,666.8,738.4,1095.2
2021-05-29,21.1,346.0,378.1,1673.1
2021-05-30,17.2,198.0,224.3,1798.1
2021-05-31,22.4,303.6,337.4,1740.5
2021-06-01,37.3,426.5,483.2,2059.0
2021-06-02,44.6,626.5,694.6,2171.1
2021-06-03,32.9,259.6,309.6,1877.6
2021-06-04,30.0,281.1,326.8,938.5
2021-06-05,26.2,218.8,258.8,1461.6
2021-06-06,51.0,315.3,393.3,1178.3
2021-06-07,41.6,314.1,377.6,1360.0
2021-06-08,34.45,349.55,402.8,1410.4
2021-06-09,22.1,298.1,331.6,1500.6
2021-06-10,35.4,263.5,317.8,812.8
2021-06-11,25.1,176.6,214.9,946.6
2021-06-12,7.3,194.6,205.6,1475.2
2021-06-13,10.1,277.4,293.1,1799.9
2021-06-14,11.9,268.1,285.7,1623.2
2021-06-15,21.0,402.8,435.1,1429.7
2021-06-16,40.55,502.05,564.2,1547.15
2021-06-17,34.3,269.2,322.1,901.4
2021-06-18,13.3,171.7,192.3,1105.9
2021-06-19,13.7,162.1,182.8,1078.8
2021-06-20,18.4,172.0,200.7,995.8
2021-06-21,16.3,226.1,251.7,1295.6
2021-06-22,14.1,133.2,154.6,1294.1
2021-06-23,20.4,237.8,269.1,1285.7
2021-06-24,95.4,426.1,572.3,793.8
2021-06-25,29.2,252.7,297.5,1081.6
2021-06-26,22.1,217.8,251.4,1219.9
2021-06-27,12.2,176.4,194.9,1531.4
2021-06-28,32.2,254.5,304.2,840.7
2021-06-29,23.0,164.8,199.3,914.9
2021-06-30,1.2,8.0,9.8,26.4
