MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3), PM10 Particulate (ug/m3)
2020-08-05,280.8,563.7,992.0,1073.4,368.1
2020-08-06,362.4,790.5,1345.1,759.2,354.8
2020-08-07,427.0,1618.3,2272.5,1150.6,717.9
2020-08-08,180.8,1064.6,1341.8,1515.4,717.9
2020-08-09,77.5,515.1,633.5,2256.3,642.4
2020-08-10,149.8,922.0,1151.5,2233.8,778.6
2020-08-11,183.45,1351.05,1632.5,2298.7,1064.3
2020-08-12,165.8,1499.3,1753.6,2559.2,1181.3
2020-08-13,137.9,829.9,1041.4,1935.0,674.5
2020-08-14,243.1,861.9,1234.8,1222.9,459.9
2020-08-15,146.92,599.41,824.41,775.2,514.5
2020-08-16,203.21,644.35,955.75,980.9,628.6
2020-08-17,259.5,689.3,1087.1,846.9,362.4
2020-08-18,315.79,734.25,1218.45,752.4,320.6
2020-08-19,372.08,779.19,1349.79,569.6,253.1
2020-08-20,371.45,836.85,1406.35,988.5,582.1
2020-08-21,265.2,577.5,984.2,1138.8,585.8
2020-08-22,304.2,722.6,1188.9,1045.1,421.8
2020-08-23,413.4,803.1,1436.4,723.0,312.4
2020-08-24,632.4,921.0,1891.2,634.7,350.4
2020-08-25,224.5,480.0,824.5,965.0,335.5
2020-08-26,960.3,1122.0,2594.7,547.9,349.2
2020-08-27,450.9,846.1,1537.3,532.4,426.0
2020-08-28,732.7,848.2,1972.0,616.9,267.3
2020-08-29,315.2,425.7,909.1,998.7,250.1
2020-08-30,62.3,275.6,371.3,1280.9,312.7
2020-08-31,193.4,639.2,935.4,982.2,278.8
2020-09-01,492.8,1124.6,1880.6,823.9,440.1
2020-09-02,474.0,1162.2,1889.0,1065.2,465.0
2020-09-03,575.05,892.5,1774.2,546.3,341.6
2020-09-04,1027.3,1257.4,2832.4,384.5,503.3
2020-09-05,1237.9,1282.9,3180.7,292.4,440.8
2020-09-06,724.9,1071.2,2182.8,440.5,395.4
2020-09-07,868.3,1085.4,2417.3,321.8,420.6
2020-09-08,849.8,957.7,2255.1,337.5,352.2
2020-09-09,844.2,902.1,2196.2,473.0,359.5
2020-09-10,347.7,805.1,1337.8,908.5,459.2
2020-09-11,669.3,1151.2,2177.1,706.8,521.0
2020-09-12,445.2,833.1,1515.6,791.6,387.0
2020-09-13,269.6,724.1,1137.6,839.3,354.2
2020-09-14,540.3,1323.3,2151.6,823.7,673.2
2020-09-15,528.9,1790.2,2599.3,852.9,1187.4
2020-09-16,168.8,666.4,924.7,1529.0,681.8
2020-09-17,233.1,468.1,825.6,1281.7,539.1
2020-09-18,241.3,593.3,960.9,1192.5,549.1
2020-09-19,162.9,482.5,732.3,1442.9,552.5
2020-09-20,120.5,515.0,700.0,1424.4,545.8
2020-09-21,678.8,1422.6,2463.5,764.4,697.7
2020-09-22,615.7,1526.1,2470.2,930.2,747.2
2020-09-23,561.5,1055.9,1913.6,921.5,350.9
2020-09-24,566.0,966.8,1834.8,715.6,329.9
2020-09-25,620.9,744.7,1696.2,752.3,255.4
2020-09-26,845.7,804.0,2100.7,706.7,356.4
2020-09-27,158.7,390.3,633.7,1130.7,265.6
2020-09-28,1356.15,1313.5,3392.6,343.8,476.5
2020-09-29,1021.0,1139.7,2704.7,304.2,401.6
2020-09-30,297.2,798.1,1253.8,836.6,404.9
2020-10-01,847.6,1086.1,2385.5,593.1,362.8
2020-10-02,197.5,630.8,934.1,789.6,280.8
2020-10-03,260.8,733.9,1133.9,831.9,303.0
2020-10-04,506.2,767.5,1543.8,767.3,151.7
2020-10-05,1038.8,1136.1,2728.6,396.4,354.3
2020-10-06,962.2,1080.5,2555.7,435.3,307.1
2020-10-07,1074.9,1190.1,2837.8,380.3,441.5
2020-10-08,984.3,993.5,2502.2,493.3,278.0
2020-10-09,1064.8,1363.1,2996.0,257.3,396.3
2020-10-10,1053.1,1225.2,2837.7,310.1,328.7
2020-10-11,593.0,763.6,1672.8,570.4,212.2
2020-10-12,980.7,1256.4,2760.1,230.6,367.9
2020-10-13,593.4,791.2,1701.2,474.0,286.0
2020-10-14,206.2,588.9,902.9,862.6,297.7
2020-10-15,137.3,571.2,781.8,879.9,239.5
2020-10-16,274.7,813.0,1234.0,688.5,343.7
2020-10-17,155.5,646.3,884.2,899.0,424.7
2020-10-18,314.8,948.6,1431.2,448.4,439.8
2020-10-19,241.4,764.2,1134.5,949.4,463.7
2020-10-20,250.2,658.0,1041.7,907.7,628.5
2020-10-21,509.6,1011.9,1793.3,529.5,303.6
2020-10-22,649.5,1149.9,2145.4,728.2,435.7
2020-10-23,534.8,1078.4,1898.0,676.5,363.6
2020-10-24,169.1,580.0,839.4,1117.5,366.4
2020-10-25,172.7,626.4,891.1,1041.2,229.2
2020-10-26,647.2,1078.5,2069.1,599.2,368.65
2020-10-27,536.2,1017.8,1840.2,595.5,329.6
2020-10-28,408.8,929.6,1556.6,799.1,416.1
2020-10-29,397.6,881.6,1491.1,812.3,350.6
2020-10-30,461.9,970.5,1678.5,842.7,382.9
2020-10-31,247.9,665.2,1045.5,1022.9,439.7
2020-11-01,132.2,428.8,631.8,1101.9,410.3
2020-11-02,359.7,717.5,1269.0,1007.0,343.1
2020-11-03,596.8,1124.9,2040.3,766.4,398.9
2020-11-04,938.1,1485.2,2924.6,319.9,504.5
2020-11-05,2807.2,1873.1,6177.5,67.5,1356.4
2020-11-06,1313.4,1439.5,3452.9,129.1,1220.1
2020-11-07,857.3,1153.4,2468.0,62.3,921.6
2020-11-08,538.4,928.9,1754.4,82.0,844.0
2020-11-09,327.3,876.8,1379.2,350.6,409.7
2020-11-10,447.1,1058.7,1744.7,476.9,423.3
2020-11-11,163.3,567.2,817.9,870.6,349.2
2020-11-12,479.3,939.6,1674.1,949.1,420.9
2020-11-13,620.7,1175.2,2126.8,715.8,453.8
2020-11-14,117.2,539.8,719.8,1111.6,404.0
2020-11-15,134.8,525.7,732.5,1302.1,264.9
2020-11-16,535.1,999.0,1819.5,798.4,353.1
2020-11-17,315.8,822.0,1306.9,1064.2,378.6
2020-11-18,425.9,785.3,1437.9,859.4,471.9
2020-11-19,441.3,951.8,1628.4,806.2,332.3
2020-11-20,680.2,1302.8,2342.8,453.4,399.7
2020-11-21,255.0,721.9,1112.6,1121.6,330.1
2020-11-22,324.7,917.7,1415.0,740.5,322.8
2020-11-23,960.3,1416.5,2889.2,252.9,561.2
2020-11-24,303.0,780.0,1244.6,862.6,391.3
2020-11-25,348.2,865.8,1399.7,645.6,480.2
2020-11-26,678.6,1248.7,2289.4,252.9,561.5
2020-11-27,1328.6,1274.9,3313.9,39.0,649.4
2020-11-28,686.6,1209.1,2261.7,58.5,938.9
2020-11-29,334.6,1041.3,1554.4,292.9,655.3
2020-11-30,1023.2,1071.0,2640.2,194.9,545.8
2020-12-01,405.3,874.9,1496.5,740.1,353.3
2020-12-02,1461.1,1550.1,3790.0,128.7,667.8
2020-12-03,719.1,1300.4,2403.2,464.6,351.4
2020-12-04,802.6,1216.7,2448.0,397.8,355.8
2020-12-05,441.5,913.1,1590.6,685.2,361.6
2020-12-06,833.1,1028.9,2306.7,280.1,361.8
2020-12-07,1087.6,1230.1,2898.1,151.1,459.4
2020-12-08,1982.8,1525.1,4562.3,37.0,633.7
2020-12-09,1144.6,1405.4,3160.4,198.5,600.3
2020-12-10,266.5,825.1,1234.3,506.6,482.0
2020-12-11,1395.4,1471.4,3611.1,311.4,484.3
2020-12-12,1163.4,1263.4,3047.8,222.8,430.4
2020-12-13,212.1,727.0,1053.5,785.7,282.3
2020-12-14,368.5,910.1,1476.2,997.6,363.1
2020-12-15,520.6,1091.9,1892.6,740.2,506.0
2020-12-16,212.6,736.7,1061.6,958.7,347.1
2020-12-17,522.1,977.5,1777.8,713.8,546.4
2020-12-18,195.8,556.3,853.0,934.1,305.9
2020-12-19,200.7,615.3,922.2,1056.2,332.2
2020-12-20,189.1,694.8,983.8,1073.7,288.2
2020-12-21,265.8,685.7,1092.5,803.4,229.8
2020-12-22,671.8,977.4,2007.9,477.5,356.3
2020-12-23,256.3,782.4,1175.4,782.8,209.6
2020-12-24,102.5,368.7,525.6,1280.0,111.6
2020-12-25,405.2,856.7,1477.8,814.4,207.9
2020-12-26,118.9,559.8,741.7,1132.3,223.3
2020-12-27,230.0,765.4,1117.9,1078.3,266.5
2020-12-28,331.7,920.6,1428.5,556.2,285.1
2020-12-29,505.8,837.0,1612.4,650.1,332.9
2020-12-30,959.0,1325.9,2794.3,194.9,375.7
2020-12-31,448.7,958.5,1646.4,421.6,363.8
2021-01-01,539.2,826.2,1652.5,388.4,421.7
2021-01-02,129.7,599.7,798.2,640.2,178.4
2021-01-03,87.2,444.9,577.7,689.5,176.2
2021-01-04,88.6,426.1,561.2,874.0,143.1
2021-01-05,95.1,531.2,675.3,708.0,151.4
2021-01-06,137.3,602.3,812.7,549.7,177.2
2021-01-07,1132.7,1273.3,3010.1,217.5,457.9
2021-01-08,699.8,1127.6,2200.3,148.2,460.1
2021-01-09,798.4,1083.2,2307.3,356.7,442.4
2021-01-10,532.4,1119.4,1935.8,279.6,380.6
2021-01-11,565.8,1179.1,2046.9,621.8,287.5
2021-01-12,529.8,997.9,1810.5,822.7,174.9
2021-01-13,1252.4,1512.5,3433.1,165.4,392.3
2021-01-14,163.5,863.5,1114.2,646.2,110.5
2021-01-15,612.5,1010.6,1949.5,337.1,391.1
2021-01-16,657.7,1052.1,2060.1,461.4,298.3
2021-01-17,509.5,1052.6,1831.8,685.4,323.8
2021-01-18,615.85,1155.35,2099.85,590.0,344.1
2021-01-19,289.2,681.8,1125.3,1089.8,212.9
2021-01-20,153.9,474.5,710.5,1279.0,286.5
2021-01-21,541.6,1046.3,1873.4,869.2,373.7
2021-01-22,814.1,1287.2,2535.7,510.7,441.1
2021-01-23,859.9,1293.7,2612.1,529.7,272.7
2021-01-24,438.1,1231.6,1903.3,470.1,265.1
2021-01-25,1145.1,1427.0,3183.3,492.2,295.5
2021-01-26,670.4,1327.7,2355.4,518.1,282.3
2021-01-27,912.2,1252.3,2650.6,189.3,346.9
2021-01-28,542.8,998.4,1830.3,515.3,284.4
2021-01-29,705.9,1091.4,2170.2,701.5,328.7
2021-01-30,108.1,484.1,649.7,842.6,243.2
2021-01-31,134.4,574.2,780.3,706.9,356.2
2021-02-01,293.5,728.2,1178.3,420.0,400.1
2021-02-02,478.7,943.8,1678.0,739.0,482.8
2021-02-03,859.7,1297.4,2615.8,673.0,482.1
2021-02-04,377.1,947.3,1525.2,671.5,376.1
2021-02-05,409.0,869.6,1496.8,950.8,344.7
2021-02-06,214.4,636.0,964.6,622.2,306.9
2021-02-07,64.1,191.9,290.2,1569.6,305.0
2021-02-08,145.7,348.1,571.8,1435.5,203.0
2021-02-09,216.0,588.3,918.9,1313.5,239.4
2021-02-10,238.7,592.1,958.0,1283.8,418.5
2021-02-11,286.9,892.3,1332.5,909.1,652.6
2021-02-12,174.9,683.3,951.3,1148.0,555.3
2021-02-13,146.7,552.4,777.4,1211.6,464.0
2021-02-14,98.6,436.1,586.4,1343.5,454.6
2021-02-15,487.9,898.1,1646.0,769.4,329.4
2021-02-16,388.5,891.35,1487.25,869.8,420.65
2021-02-17,237.0,691.4,1054.7,1210.3,414.8
2021-02-18,329.3,805.2,1310.1,1187.9,427.7
2021-02-19,198.8,678.1,983.2,1229.6,475.9
2021-02-20,110.0,475.6,643.6,1304.2,876.8
2021-02-21,97.2,624.0,773.3,1076.1,635.7
2021-02-22,603.2,1302.8,2223.1,209.3,690.7
2021-02-23,206.7,635.4,952.1,1185.3,483.3
2021-02-24,240.0,654.0,1022.4,1156.8,618.4
2021-02-25,965.6,1340.9,2821.6,706.4,606.6
2021-02-26,737.2,1306.7,2439.0,664.0,654.4
2021-02-27,322.5,1180.1,1675.0,667.6,694.0
2021-02-28,137.5,667.5,877.8,951.9,568.9
2021-03-01,231.8,653.3,1009.0,813.3,811.3
2021-03-02,662.3,874.2,1889.5,345.9,1117.4
2021-03-03,997.4,1185.7,2715.2,26.3,1207.5
2021-03-04,171.8,622.9,885.9,898.4,472.0
2021-03-05,238.3,575.2,939.9,1378.9,452.0
2021-03-06,175.5,690.7,959.8,1204.3,437.9
2021-03-07,176.8,824.5,1093.6,1118.5,532.1
2021-03-08,1223.6,1801.2,3677.0,265.9,1103.1
2021-03-09,859.1,1318.8,2636.1,656.8,842.6
2021-03-10,239.55,606.6,974.0,1234.65,509.8
2021-03-11,409.2,723.5,1350.8,1203.8,642.47
2021-03-12,429.7,860.4,1518.9,1185.4,515.35
2021-03-13,365.7,745.9,1306.4,1241.6,578.93
2021-03-14,395.8,859.9,1466.8,991.8,642.51
2021-03-15,582.3,951.9,1844.6,1214.3,706.09
2021-03-16,569.2,828.8,1701.5,944.0,648.0
2021-03-17,290.9,595.7,1041.9,1162.5,725.5
2021-03-18,286.9,637.4,1075.0,966.0,588.6
2021-03-19,235.0,571.8,932.9,1357.0,368.5
2021-03-20,495.6,826.2,1586.2,810.1,446.4
2021-03-21,78.5,450.0,570.8,1292.4,376.4
2021-03-22,580.2,1149.8,2035.8,778.1,705.0
2021-03-23,516.1,1169.4,1961.0,818.5,814.99
2021-03-24,484.7,1096.0,1839.2,943.4,533.51
2021-03-25,384.1,899.1,1488.3,1110.0,496.3
2021-03-26,326.2,772.3,1273.0,1300.0,447.9
2021-03-27,294.0,727.2,1175.3,1330.8,548.2
2021-03-28,122.3,511.9,699.8,1694.5,552.8
2021-03-29,396.2,970.3,1575.2,1252.0,685.3
2021-03-30,904.1,1795.6,3180.5,729.3,934.8
2021-03-31,1114.5,1994.0,3700.1,421.6,1302.4
2021-04-01,320.9,628.3,1118.9,1262.8,771.1
2021-04-02,81.9,266.9,391.8,1839.4,324.8
2021-04-03,62.9,292.8,389.2,1901.5,527.9
2021-04-04,271.9,789.2,1206.3,1472.8,656.2
2021-04-05,212.9,483.5,809.6,1513.8,441.35
2021-04-06,528.8,795.5,1606.3,1144.0,319.2
2021-04-07,863.55,1232.9,2557.0,773.6,413.25
2021-04-08,425.1,971.3,1622.8,1030.5,617.29
2021-04-09,386.4,836.4,1428.9,1112.5,718.35
2021-04-10,120.3,407.1,591.9,1574.7,733.14
2021-04-11,163.6,491.2,741.7,1439.6,747.92
2021-04-12,435.0,1099.1,1766.5,933.7,762.7
2021-04-13,870.5,1509.3,2843.6,635.5,671.2
2021-04-14,264.7,745.1,1151.0,1333.2,529.0
2021-04-15,187.8,555.7,843.8,1430.9,364.6
2021-04-16,232.5,753.9,1110.3,1270.9,455.8
2021-04-17,145.8,635.3,859.3,1447.6,351.1
2021-04-18,134.8,714.0,920.8,1423.4,385.0
2021-04-19,315.7,1060.9,1545.4,1019.4,825.6
2021-04-20,293.0,1206.3,1655.6,978.8,1048.02
2021-04-21,205.9,822.4,1138.0,1221.2,1032.53
2021-04-22,221.5,544.4,884.1,1455.7,907.67
2021-04-23,263.3,736.4,1140.2,1225.4,782.81
2021-04-24,169.0,614.0,873.8,1495.9,657.95
2021-04-25,90.3,291.4,429.9,1765.4,533.09
2021-04-26,205.0,456.4,771.3,1796.3,408.23
2021-04-27,358.7,1019.6,1569.8,1298.9,677.7
2021-04-28,164.0,572.1,823.4,1641.5,672.5
2021-04-29,162.7,499.8,749.3,1671.6,358.1
2021-04-30,358.85,952.0,1501.95,1217.4,505.6
2021-05-01,140.3,649.4,864.6,1498.1,445.3
2021-05-02,195.5,944.1,1244.2,1250.2,516.3
2021-05-03,117.1,534.0,713.3,1753.4,503.2
2021-05-04,440.3,835.6,1510.3,1244.3,393.76
2021-05-05,535.8,911.0,1732.9,992.3,434.0
2021-05-06,682.2,1097.5,2143.7,838.9,416.25
2021-05-07,543.0,999.1,1831.7,1144.9,398.5
2021-05-08,173.5,562.1,827.9,1063.5,380.75
2021-05-09,154.0,494.4,730.9,1022.9,363.0
2021-05-10,219.7,602.0,939.1,1399.3,345.25
2021-05-11,238.0,662.8,1027.6,1407.4,417.4
2021-05-12,281.9,677.7,1109.6,1502.5,474.6
2021-05-13,258.5,824.5,1220.7,976.3,441.2
2021-05-14,158.0,571.5,813.6,1452.2,422.7
2021-05-15,231.4,712.0,1067.0,1240.3,392.9
2021-05-16,153.8,546.3,782.1,1209.8,355.6
2021-05-17,438.8,878.6,1551.5,883.6,381.3
2021-05-18,492.8,898.7,1654.3,872.4,526.46
2021-05-19,412.8,818.5,1451.6,1135.8,534.06
2021-05-20,243.6,650.4,1024.3,1135.3,454.28
2021-05-21,283.8,560.3,995.6,1372.2,374.5
2021-05-22,365.2,760.4,1320.0,1032.9,294.72
2021-05-23,153.3,476.0,711.2,1571.4,214.93
2021-05-24,290.3,763.4,1208.7,1421.9,135.15
2021-05-25,620.2,997.5,1948.8,779.3,432.1
2021-05-26,402.7,812.3,1430.1,1025.3,362.5
2021-05-27,342.4,973.4,1498.7,1094.8,509.5
2021-05-28,329.7,1060.3,1565.7,1110.6,645.1
2021-05-29,207.8,746.9,1065.7,1370.2,588.8
2021-05-30,142.4,449.6,668.3,1677.2,504.7
2021-05-31,129.6,553.3,751.7,1593.0,610.0
2021-06-01,250.5,837.35,1221.0,1758.25,643.7
2021-06-02,292.7,1136.8,1585.0,1777.4,779.4
2021-06-03,398.8,981.0,1592.5,1259.1,766.68
2021-06-04,248.8,575.0,956.6,830.7,754.43
2021-06-05,388.7,835.4,1431.5,1085.1,658.08
2021-06-06,245.6,715.8,1092.5,915.3,561.73
2021-06-07,242.4,695.8,1067.7,1141.3,465.38
2021-06-08,348.4,774.2,1308.3,1103.2,489.2
2021-06-09,393.7,819.9,1423.2,1150.2,540.7
2021-06-10,531.8,665.1,1480.3,535.8,422.9
2021-06-11,470.3,637.0,1358.1,588.6,431.0
2021-06-12,223.6,548.4,891.3,1207.5,425.6
2021-06-13,118.2,599.7,781.1,1571.7,555.9
2021-06-14,247.0,714.0,1092.8,1402.0,520.2
2021-06-15,177.3,656.3,927.8,1216.5,416.37
2021-06-16,283.2,981.6,1415.7,1165.2,410.61
2021-06-17,234.1,538.9,898.5,933.1,390.57
2021-06-18,146.6,393.4,618.4,991.6,370.54
2021-06-19,164.9,392.8,645.8,1016.1,350.5
2021-06-20,155.8,311.8,551.0,960.5,330.47
2021-06-21,130.7,295.7,496.1,1288.8,310.43
2021-06-22,104.1,271.7,431.4,1221.4,360.5
2021-06-23,194.5,572.1,870.5,1145.2,403.9
2021-06-24,494.5,956.8,1715.2,630.6,608.7
2021-06-25,448.7,700.9,1388.7,836.0,378.8
2021-06-26,189.3,492.7,782.9,990.1,393.7
2021-06-27,155.8,428.3,667.5,1237.4,558.5
2021-06-28,233.5,513.3,871.5,789.8,382.8
2021-06-29,187.0,378.7,665.3,822.6,416.3
2021-06-30,28.0,25.7,68.6,24.3,16.3
