MeasurementDateGMT, PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3), Carbon Monoxide (mg/m3), Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3), Sulphur Dioxide (ug/m3)
2018-12-13,461.05,327.3,3.3,392.7,1144.1,1746.0,211.6,33.1
2018-12-14,584.75,428.85,4.3,654.4,1204.1,2207.9,179.8,58.43
2018-12-15,431.1,347.35,3.4,98.4,739.5,890.3,584.1,67.17
2018-12-16,239.95,132.8,3.9,113.7,922.7,1097.2,857.0,62.23
2018-12-17,267.9,140.0,3.7,238.5,1035.6,1401.1,637.8,41.97
2018-12-18,230.8,129.75,2.5,29.9,486.3,532.6,1244.3,34.1
2018-12-19,151.1,75.75,2.4,54.6,762.4,846.3,1086.0,26.4
2018-12-20,203.1,105.35,3.2,51.1,699.4,778.1,1090.6,20.6
2018-12-21,306.2,171.4,2.4,17.7,462.7,489.9,1302.9,14.2
2018-12-22,281.85,161.35,3.2,38.8,719.7,779.1,997.5,30.6
2018-12-23,137.05,91.95,3.0,26.1,593.2,632.9,924.6,27.9
2018-12-24,363.4,280.75,6.3,674.5,1230.4,2265.1,348.3,50.1
2018-12-25,397.35,311.05,7.8,998.7,1232.2,2763.2,239.8,65.1
2018-12-26,330.2,275.4,3.3,83.0,832.0,959.5,410.6,20.2
2018-12-27,843.9,707.65,10.8,3408.0,1629.0,6854.9,24.8,98.4
2018-12-28,652.4,520.5,10.3,1592.3,1140.5,3581.9,116.5,70.1
2018-12-29,310.45,205.4,5.2,318.0,822.5,1309.8,613.6,28.6
2018-12-30,226.1,189.85,3.5,135.5,666.6,874.2,630.9,26.9
2018-12-31,152.2,105.7,2.4,20.9,478.2,510.3,1103.5,18.2
2019-01-01,243.2,149.2,3.0,27.0,509.1,550.0,1126.1,20.5
2019-01-02,306.4,163.9,2.7,53.5,760.8,842.85,1050.25,19.35
2019-01-03,286.9,199.55,3.5,63.1,827.7,924.8,1010.5,18.2
2019-01-04,614.35,496.45,3.6,198.3,1016.7,1320.9,526.3,21.2
2019-01-05,596.5,494.8,3.9,186.4,1003.8,1290.1,520.9,28.5
2019-01-06,506.15,370.1,3.3,69.2,953.2,1059.6,472.3,77.0
2019-01-07,340.8,203.5,3.9,60.4,831.9,924.1,773.7,22.1
2019-01-08,384.85,202.3,3.2,58.5,744.0,833.6,980.7,30.4
2019-01-09,293.8,171.65,2.9,84.0,873.3,1002.3,832.7,24.6
2019-01-10,666.9,508.55,5.2,677.8,1351.6,2390.8,186.6,65.6
2019-01-11,414.9,312.65,3.6,269.0,1148.2,1560.8,364.0,48.0
2019-01-12,155.65,108.05,2.4,23.1,601.1,636.5,999.5,22.0
2019-01-13,138.95,89.55,2.5,13.1,322.2,342.4,1419.0,23.5
2019-01-14,299.65,164.45,3.3,66.0,765.2,866.1,1017.6,27.2
2019-01-15,192.65,114.95,2.7,91.1,966.5,1105.8,692.8,31.9
2019-01-16,141.45,92.7,3.4,36.4,677.1,733.0,1121.8,30.8
2019-01-17,230.6,136.25,4.4,142.6,938.7,1157.3,743.0,53.8
2019-01-18,358.7,211.2,5.3,453.0,1225.2,1919.6,590.3,36.4
2019-01-19,426.0,298.8,3.8,104.1,853.0,1012.6,811.3,19.1
2019-01-20,638.35,540.8,5.3,428.9,1185.8,1843.8,410.5,27.7
2019-01-21,831.8,684.95,9.4,1777.9,1302.0,4028.7,416.75,49.2
2019-01-22,224.7,148.85,4.1,266.0,1087.4,1495.4,837.7,58.5
2019-01-23,372.95,297.45,6.4,902.4,1114.6,2498.3,763.3,52.5
2019-01-24,691.4,557.5,9.1,2031.4,1632.3,4746.6,168.5,63.4
2019-01-25,374.8,304.7,4.1,323.7,1171.5,1667.6,347.5,64.1
2019-01-26,148.65,100.6,2.7,20.4,481.7,512.7,1335.4,50.9
2019-01-27,276.85,166.9,2.5,26.8,282.9,324.4,1517.7,31.7
2019-01-28,286.4,148.95,4.4,348.1,886.7,1420.7,909.6,47.5
2019-01-29,270.7,170.85,4.6,258.35,1208.3,1604.45,602.5,54.1
2019-01-30,296.55,182.8,6.6,1027.6,1413.2,2989.7,456.8,55.0
2019-01-31,523.75,401.65,9.8,2101.3,1430.7,4652.2,610.3,87.9
2019-02-01,268.7,221.35,3.8,76.1,729.7,846.5,1133.3,56.8
2019-02-02,317.6,255.8,2.4,62.3,563.5,658.9,1056.0,47.5
2019-02-03,258.5,175.75,4.1,316.4,996.2,1481.6,644.9,26.1
2019-02-04,197.65,142.0,5.6,314.6,802.8,1285.1,932.6,26.1
2019-02-05,265.15,214.1,2.9,121.5,788.6,974.8,646.9,19.3
2019-02-06,216.7,135.4,3.5,143.9,842.1,1062.3,792.2,17.8
2019-02-07,173.8,92.35,3.0,32.1,473.4,522.7,1432.2,18.8
2019-02-08,189.5,110.95,2.5,17.2,332.7,359.3,1617.8,31.2
2019-02-09,244.2,135.95,2.7,20.3,315.1,345.8,1655.9,66.7
2019-02-10,84.6,54.25,2.6,26.0,512.1,552.4,1322.2,27.15
2019-02-11,225.9,120.55,4.4,309.2,1038.5,1512.6,684.7,34.5
2019-02-12,295.95,197.55,5.95,276.0,1053.7,1476.7,567.4,24.0
2019-02-13,369.7,268.4,3.5,85.8,810.3,941.6,842.0,30.2
2019-02-14,601.0,462.15,5.7,830.3,1487.7,2760.9,274.8,61.9
2019-02-15,732.55,579.1,5.3,496.1,1386.8,2147.4,443.8,46.7
2019-02-16,650.35,502.95,3.6,92.2,1030.2,1171.9,681.2,34.8
2019-02-17,623.95,417.8,3.0,28.9,648.8,692.6,1285.0,38.0
2019-02-18,300.15,178.15,2.4,34.0,711.1,763.2,1261.9,41.4
2019-02-19,282.9,153.1,2.9,88.0,716.5,851.2,1225.0,26.9
2019-02-20,286.95,186.0,2.6,40.5,565.1,627.4,1350.4,53.0
2019-02-21,404.6,292.4,2.8,40.2,724.5,785.9,1180.7,32.4
2019-02-22,708.05,531.75,6.0,703.4,1214.0,2292.3,570.4,44.0
2019-02-23,738.6,619.75,5.3,548.1,1208.3,2048.7,441.8,32.9
2019-02-24,930.2,764.7,7.4,1097.0,1637.7,3320.1,252.7,45.6
2019-02-25,1080.7,795.3,7.0,1480.4,2057.1,4327.5,283.5,78.1
2019-02-26,1207.85,826.5,8.6,2023.0,2206.2,5308.5,343.3,114.4
2019-02-27,1283.0,957.8,8.9,1596.3,1963.1,4410.5,498.65,78.4
2019-02-28,667.9,528.85,3.9,61.9,958.8,1054.0,1088.4,27.3
2019-03-01,547.15,415.2,3.1,96.2,848.1,995.7,1012.9,27.2
2019-03-02,254.45,168.3,2.4,27.1,435.8,477.6,1584.1,48.6
2019-03-03,181.45,110.45,2.4,15.0,262.7,286.3,1885.9,37.2
2019-03-04,142.5,68.7,2.4,92.68,574.68,717.12,1299.83,21.0
2019-03-05,171.2,87.85,3.1,47.32,442.12,513.98,1629.37,36.1
2019-03-06,226.15,141.25,2.9,27.7,365.5,408.3,1651.2,40.7
2019-03-07,149.4,76.5,2.4,31.5,333.5,381.4,1632.9,30.4
2019-03-08,188.9,103.15,3.3,123.2,636.9,825.9,1282.9,29.1
2019-03-09,391.65,215.3,3.2,13.9,374.0,395.1,1752.6,28.0
2019-03-10,135.85,77.5,3.8,18.3,397.8,425.7,1723.8,32.5
2019-03-11,242.7,117.5,3.1,36.2,401.2,457.3,1688.7,39.55
2019-03-12,166.95,91.35,2.75,22.5,391.7,426.35,1763.6,30.9
2019-03-13,312.7,162.65,2.7,40.3,343.3,405.2,1729.9,47.0
2019-03-14,213.5,117.05,3.1,25.5,396.1,435.1,1786.1,35.8
2019-03-15,99.75,55.4,2.4,22.7,288.9,324.4,1588.9,32.9
2019-03-16,186.05,101.75,2.4,11.0,194.9,211.7,1952.3,55.7
2019-03-17,104.0,57.4,2.9,22.9,341.2,376.1,1649.0,29.3
2019-03-18,261.6,137.65,3.6,92.5,891.7,1033.8,947.6,27.9
2019-03-19,333.6,251.35,3.2,110.0,793.5,962.1,786.2,48.5
2019-03-20,241.85,166.4,2.6,37.6,577.6,635.5,1215.6,55.9
2019-03-21,350.15,212.65,3.1,104.7,675.3,835.9,769.4,70.7
2019-03-22,355.5,268.95,2.9,35.2,544.8,599.3,1143.8,18.3
2019-03-23,440.05,292.85,3.4,55.1,725.4,809.7,1164.7,48.6
2019-03-24,373.7,231.3,3.4,62.2,708.4,803.6,1346.5,35.7
2019-03-25,357.65,177.8,3.4,47.2,546.8,619.1,1660.2,56.5
2019-03-26,521.3,307.05,5.7,599.55,1230.25,2149.9,874.5,68.9
2019-03-27,440.15,244.3,4.0,263.5,1064.9,1469.4,1119.2,71.2
2019-03-28,651.35,421.6,3.9,398.0,1140.5,1750.6,1235.5,64.05
2019-03-29,857.45,661.65,5.2,423.7,1096.5,1745.8,1151.0,82.6
2019-03-30,1157.65,933.55,7.4,983.5,1143.4,2651.0,1281.1,75.3
2019-03-31,662.3,491.1,6.8,28.9,389.3,433.4,1996.8,109.4
2019-04-01,496.7,247.85,5.2,110.2,702.6,871.7,1605.7,51.8
2019-04-02,513.55,352.15,6.8,116.2,918.2,1096.8,1069.5,88.3
2019-04-03,304.75,208.5,4.1,214.3,911.0,1239.6,1179.1,78.6
2019-04-04,208.1,124.15,3.2,48.9,577.1,651.8,1777.1,44.1
2019-04-05,359.7,240.05,3.7,58.8,631.9,722.3,1738.0,30.0
2019-04-06,423.1,336.55,2.4,41.5,494.6,558.1,1714.5,42.0
2019-04-07,1047.4,933.95,6.5,60.9,480.2,573.6,1252.1,24.7
2019-04-08,1038.05,907.45,9.8,205.0,936.7,1251.3,1062.8,31.1
2019-04-09,908.25,726.25,6.0,103.4,729.7,888.3,1419.7,44.1
2019-04-10,423.45,224.65,4.3,45.6,366.1,436.2,1819.45,47.0
2019-04-11,397.95,237.5,2.9,57.2,533.9,621.8,1818.3,31.6
2019-04-12,398.35,282.35,2.6,64.4,606.2,704.7,1758.6,103.3
2019-04-13,377.95,285.35,2.9,61.1,564.8,658.4,1787.9,57.2
2019-04-14,534.25,430.45,3.2,46.1,573.9,644.6,1791.1,37.7
2019-04-15,990.5,766.75,4.3,96.8,909.2,1057.4,1322.5,49.5
2019-04-16,1330.3,1056.8,4.2,305.3,1389.8,1857.3,692.7,57.2
2019-04-17,1395.8,1089.7,3.1,183.2,1165.9,1447.0,1131.8,47.5
2019-04-18,1337.2,1071.6,4.7,142.4,1000.3,1218.9,1454.1,36.8
2019-04-19,863.05,612.7,4.0,53.2,863.8,945.7,2035.9,30.4
2019-04-20,804.6,609.8,3.3,29.15,711.0,756.05,2396.1,31.6
2019-04-21,932.0,699.6,3.4,31.3,789.9,837.8,2678.4,45.9
2019-04-22,1362.55,1114.65,5.6,52.5,1137.25,1217.6,2305.2,49.4
2019-04-23,989.05,624.25,3.9,127.1,1193.0,1388.0,1532.8,49.0
2019-04-24,734.5,466.65,5.8,80.8,876.8,1001.3,1590.7,41.5
2019-04-25,175.45,88.15,2.8,21.9,363.9,398.1,2020.0,34.9
2019-04-26,230.95,119.4,3.0,27.7,353.5,396.1,1900.3,22.5
2019-04-27,263.65,116.7,2.7,13.8,221.4,242.5,2000.3,28.7
2019-04-28,217.5,135.85,2.5,25.0,351.2,389.1,1685.8,30.4
2019-04-29,388.2,284.85,3.4,78.4,718.2,838.5,1407.1,30.1
2019-04-30,613.6,445.75,3.6,110.7,988.7,1158.2,1367.0,19.6
2019-05-01,506.15,362.15,3.3,62.6,653.9,749.6,1712.6,30.0
2019-05-02,278.15,162.2,3.0,44.3,545.3,613.3,1486.7,38.1
2019-05-03,270.9,190.2,2.7,73.1,616.3,728.7,1277.93,40.9
2019-05-04,218.0,118.3,3.0,35.9,330.8,386.2,1581.58,72.8
2019-05-05,338.7,219.05,3.0,25.6,362.4,401.6,1612.28,40.0
2019-05-06,203.35,137.65,2.9,21.2,383.3,415.6,1642.97,41.0
2019-05-07,313.6,203.3,3.3,40.2,438.2,499.6,1673.67,29.5
2019-05-08,272.95,159.65,3.8,86.0,566.4,698.3,1704.37,33.25
2019-05-09,312.2,215.0,4.1,269.2,792.9,1205.9,1735.06,48.6
2019-05-10,274.15,202.15,5.6,119.1,574.7,757.1,1733.24,28.45
2019-05-11,314.75,248.5,3.8,40.9,518.7,581.3,1438.1,44.0
2019-05-12,200.4,145.95,3.6,50.3,555.4,633.0,1469.9,46.2
2019-05-13,265.6,135.85,3.2,75.4,566.9,682.6,1602.9,21.8
2019-05-14,256.1,144.05,2.6,73.5,483.4,596.6,1718.4,39.2
2019-05-15,515.65,315.05,2.8,92.0,674.3,815.3,1752.4,52.0
2019-05-16,383.85,214.0,2.9,66.8,494.3,597.0,1833.2,37.7
2019-05-17,390.35,249.5,3.3,47.2,491.1,563.8,1393.6,70.5
2019-05-18,422.45,331.6,3.9,56.8,686.0,774.0,1204.9,38.2
2019-05-19,456.25,388.25,3.6,64.7,655.9,755.0,1227.2,35.4
2019-05-20,441.45,304.95,3.3,66.2,660.6,761.8,1299.7,38.2
2019-05-21,249.3,137.4,2.6,43.3,454.15,520.6,1698.5,19.4
2019-05-22,211.5,104.5,2.5,44.5,466.0,533.7,1884.9,47.0
2019-05-23,223.15,121.2,2.4,30.3,419.1,465.2,1999.7,29.3
2019-05-24,315.05,171.85,3.3,49.6,515.7,592.2,1504.33,31.5
2019-05-25,171.45,102.75,2.9,22.8,282.1,316.8,1639.57,26.5
2019-05-26,169.3,101.7,4.5,50.0,281.8,358.9,1531.5,27.3
2019-05-27,192.85,103.05,2.9,52.6,336.4,416.9,1423.42,27.0
2019-05-28,126.5,62.4,2.7,37.6,402.3,459.6,1465.48,26.9
2019-05-29,204.75,128.3,4.6,69.4,450.6,556.8,1118.6,32.0
2019-05-30,228.7,128.15,4.3,81.3,315.9,440.6,1044.0,25.6
2019-05-31,138.75,72.75,2.4,85.5,370.7,501.9,929.4,42.9
2019-06-01,183.05,106.4,3.1,48.5,344.1,418.2,1464.8,37.5
2019-06-02,231.25,125.8,5.4,23.2,284.2,319.7,1570.0,50.3
2019-06-03,284.3,135.45,2.8,24.8,246.4,284.6,1630.6,24.8
2019-06-04,324.15,183.95,4.3,102.4,613.3,771.1,1090.6,35.2
2019-06-05,191.05,102.7,2.6,26.9,294.5,335.8,1441.6,39.0
2019-06-06,176.85,91.4,3.3,32.4,332.0,382.0,1545.4,28.3
2019-06-07,263.8,138.75,3.6,79.15,677.25,797.95,1243.0,54.7
2019-06-08,168.15,80.5,3.0,18.2,220.0,247.8,1451.9,32.2
2019-06-09,180.75,102.4,3.8,26.4,299.4,340.3,1347.5,60.7
2019-06-10,135.2,90.75,3.2,45.4,479.3,548.4,1219.8,25.0
2019-06-11,158.75,104.0,3.2,81.3,397.9,523.1,1234.3,29.2
2019-06-12,147.35,89.55,4.9,62.1,550.3,645.2,1276.2,25.5
2019-06-13,169.6,115.0,2.9,34.0,385.6,437.6,1309.2,22.5
2019-06-14,163.9,92.15,2.8,33.8,313.6,365.6,1483.2,24.0
2019-06-15,163.15,100.05,2.8,26.7,289.9,331.0,1556.4,36.4
2019-06-16,165.6,105.9,2.4,24.5,216.2,253.9,1401.2,41.6
2019-06-17,200.95,113.95,2.4,25.8,249.2,289.3,1676.1,36.1
2019-06-18,275.25,183.95,2.6,119.0,782.8,964.9,970.9,29.9
2019-06-19,351.75,218.85,2.8,79.7,639.4,761.1,996.2,17.5
2019-06-20,178.4,96.15,3.5,44.5,373.5,442.2,1244.0,25.7
2019-06-21,195.65,98.0,3.6,47.0,384.4,456.5,1353.6,35.1
2019-06-22,189.55,110.35,3.8,50.5,492.6,570.5,1496.3,37.2
2019-06-23,534.0,376.0,2.4,41.8,543.8,607.9,1985.9,52.8
2019-06-24,578.0,409.6,2.7,101.4,703.7,859.9,1323.2,41.3
2019-06-25,450.45,323.4,3.4,85.8,576.3,708.1,1124.8,24.8
2019-06-26,305.85,178.45,2.4,39.3,254.6,314.7,1689.7,17.2
2019-06-27,325.0,169.55,2.4,47.5,263.6,336.2,1577.8,25.6
2019-06-28,511.65,243.65,2.9,79.0,426.0,547.0,1312.8,37.7
2019-06-29,540.6,316.75,3.28,90.1,578.3,716.3,2117.7,40.1
2019-06-30,223.9,141.35,3.97,28.0,200.1,242.9,1531.5,21.4
2019-07-01,168.85,76.3,2.6,31.6,214.5,262.9,1332.1,24.1
2019-07-02,245.55,117.75,2.7,57.8,320.0,408.0,1315.5,31.8
2019-07-03,270.55,134.65,3.0,60.0,441.2,533.5,1449.9,25.0
2019-07-04,241.25,107.7,2.9,76.75,529.0,647.05,1472.9,17.1
2019-07-05,309.55,156.0,3.4,48.9,463.8,538.5,1857.5,36.7
2019-07-06,190.65,110.85,4.7,56.5,364.6,451.2,1017.8,41.3
2019-07-07,236.05,141.35,2.5,56.9,371.8,459.3,1141.6,99.2
2019-07-08,239.05,116.15,2.4,54.8,448.7,532.8,1510.7,93.39
2019-07-09,288.35,145.15,2.4,50.9,406.3,484.4,1678.4,87.58
2019-07-10,314.0,174.45,2.4,74.3,427.7,541.2,1648.0,81.77
2019-07-11,255.45,132.9,2.4,58.5,393.9,484.1,1495.8,43.86
2019-07-12,211.25,96.6,2.4,37.6,240.0,297.8,1424.6,73.6
2019-07-13,196.8,123.35,2.4,50.3,251.7,328.6,1293.1,46.1
2019-07-14,183.2,118.15,2.4,40.0,275.4,336.5,1153.2,47.2
2019-07-15,177.3,85.65,2.4,45.3,286.7,355.8,1214.5,40.7
2019-07-16,274.1,148.05,2.4,48.85,415.05,489.8,1705.5,30.75
2019-07-17,336.8,175.0,2.4,34.4,377.4,429.7,1916.9,32.4
2019-07-18,295.7,188.35,2.4,51.1,342.8,421.3,1226.7,38.8
2019-07-19,196.85,116.95,2.4,58.3,385.1,474.0,854.1,40.4
2019-07-20,162.9,78.35,2.4,36.6,190.1,246.0,1233.0,81.2
2019-07-21,154.4,93.0,2.4,42.5,255.7,321.1,1093.6,64.0
2019-07-22,236.25,145.6,2.4,53.0,278.8,360.2,1035.6,39.8
2019-07-23,395.3,174.64,2.4,126.2,657.2,851.0,1864.8,44.3
2019-07-24,410.65,167.66,2.4,55.3,626.3,710.8,1737.7,55.6
2019-07-25,709.1,332.75,2.4,142.1,1005.1,1222.7,1941.6,61.2
2019-07-26,343.0,189.3,2.4,66.0,525.1,626.0,1010.3,58.4
2019-07-27,188.85,110.8,2.4,62.0,405.6,501.0,926.4,54.6
2019-07-28,201.8,91.5,2.4,36.0,357.8,412.9,1078.7,43.3
2019-07-29,207.1,100.9,2.4,37.4,354.7,412.0,1512.7,56.05
2019-07-30,251.25,131.75,2.4,30.7,280.9,327.5,1420.8,22.2
2019-07-31,194.15,92.4,2.4,31.9,275.1,324.1,1215.1,20.7
2019-08-01,251.25,146.52,2.4,47.6,370.05,442.85,1409.5,49.25
2019-08-02,316.7,194.3,2.4,36.5,351.5,407.4,1671.1,16.0
2019-08-03,248.45,151.35,2.4,50.6,421.8,499.5,1556.7,15.5
2019-08-04,287.55,180.5,2.4,34.7,367.3,420.1,1657.9,43.3
2019-08-05,223.05,129.3,2.4,32.7,264.3,314.4,1347.3,34.1
2019-08-06,276.0,134.0,2.4,31.9,213.1,262.2,1327.4,36.0
2019-08-07,190.5,96.4,2.4,42.0,308.0,371.9,1232.9,25.3
2019-08-08,190.85,102.8,2.4,48.5,323.8,397.7,1254.1,11.3
2019-08-09,234.55,130.8,2.4,36.8,254.8,311.2,1315.6,13.8
2019-08-10,362.95,193.5,2.4,26.9,221.2,263.0,1554.2,27.6
2019-08-11,262.75,144.55,2.4,29.8,272.1,317.4,1440.9,12.2
2019-08-12,211.25,116.7,3.5,84.3,557.7,687.1,845.7,14.3
2019-08-13,158.7,78.05,3.3,43.4,393.15,459.55,1253.8,21.4
2019-08-14,144.65,82.75,5.6,56.5,421.1,507.8,959.5,22.8
2019-08-15,199.1,93.05,4.3,47.1,335.6,407.3,1034.9,23.6
2019-08-16,180.25,101.75,5.4,47.6,333.5,406.1,919.7,14.0
2019-08-17,226.7,123.55,4.8,33.3,198.5,249.8,1159.8,22.4
2019-08-18,195.9,109.9,4.5,29.8,222.2,267.7,1270.5,23.3
2019-08-19,228.85,111.55,4.2,44.0,328.6,396.2,1187.8,21.4
2019-08-20,262.75,144.5,4.3,49.2,522.2,598.2,1254.7,24.5
2019-08-21,294.85,181.75,4.9,45.8,411.8,481.9,1392.3,23.7
2019-08-22,265.95,165.25,5.0,40.8,343.2,405.9,1513.7,27.4
2019-08-23,288.55,162.9,6.3,130.9,602.5,803.3,1158.2,35.9
2019-08-24,669.65,451.7,9.1,178.3,1185.6,1459.2,1607.5,68.7
2019-08-25,1038.1,808.85,10.2,135.1,1263.5,1470.9,1763.1,48.3
2019-08-26,799.8,580.05,11.6,442.6,1473.0,2151.4,1651.4,60.6
2019-08-27,760.75,498.8,11.2,472.3,1277.2,2001.6,1704.8,51.0
2019-08-28,220.7,129.95,5.8,50.4,384.6,462.0,1372.7,18.3
2019-08-29,179.95,85.35,4.5,45.1,325.4,394.2,1382.8,13.8
2019-08-30,248.7,137.6,4.8,38.8,299.6,359.0,1392.4,25.7
2019-08-31,207.1,123.6,4.8,49.1,456.9,531.8,1174.3,23.6
2019-09-01,154.25,75.7,3.7,39.0,374.5,434.5,1106.4,17.0
2019-09-02,228.1,102.85,4.1,94.6,516.1,660.4,1107.6,29.7
2019-09-03,196.4,86.9,4.4,43.8,317.5,384.1,1366.5,12.2
2019-09-04,168.35,76.0,3.8,42.2,249.8,314.5,1224.8,22.9
2019-09-05,226.8,105.0,3.4,79.1,492.8,614.0,1123.4,25.6
2019-09-06,250.25,128.25,5.3,97.1,598.7,747.6,778.0,27.6
2019-09-07,212.25,106.7,3.9,53.2,383.4,465.1,1044.7,26.0
2019-09-08,202.0,110.7,4.1,46.7,540.3,611.5,1160.0,21.8
2019-09-09,220.15,130.9,4.9,47.7,568.2,641.0,1239.5,24.6
2019-09-10,294.9,174.45,6.3,259.1,773.25,1170.6,702.6,28.45
2019-09-11,176.95,83.55,5.5,60.3,398.0,490.8,824.6,22.4
2019-09-12,196.5,100.15,5.4,88.7,350.5,486.4,817.4,33.0
2019-09-13,233.4,110.65,4.5,61.8,405.8,500.8,1186.2,78.2
2019-09-14,285.0,151.65,5.9,158.0,883.3,1125.6,867.0,30.7
2019-09-15,242.05,155.7,6.8,111.1,673.6,843.9,823.6,32.1
2019-09-16,279.85,191.5,6.8,141.6,518.7,735.7,539.9,27.0
2019-09-17,269.45,135.45,4.7,77.6,443.0,561.7,1117.6,39.0
2019-09-18,355.7,157.45,3.5,86.7,639.7,772.4,1096.8,35.8
2019-09-19,375.55,182.05,2.4,465.4,959.2,1673.2,787.9,65.8
2019-09-20,485.45,222.0,2.4,156.2,977.7,1216.9,994.0,75.4
2019-09-21,562.45,246.85,2.4,144.1,1222.2,1443.6,868.0,96.6
2019-09-22,299.05,168.25,2.4,55.9,664.8,751.1,1165.2,55.2
2019-09-23,165.85,82.95,2.4,39.4,296.6,357.0,1228.9,37.9
2019-09-24,155.3,83.8,2.4,56.3,384.2,470.4,1065.2,47.2
2019-09-25,130.55,65.8,2.4,50.3,334.6,411.3,1007.6,45.1
2019-09-26,200.6,106.35,2.4,37.25,343.75,400.85,1166.65,75.95
2019-09-27,266.0,131.55,2.4,34.7,328.9,382.1,1163.3,52.7
2019-09-28,184.45,94.1,2.4,16.1,229.9,254.6,1277.5,45.3
2019-09-29,101.25,56.35,2.4,14.4,197.5,219.7,1338.3,48.4
2019-09-30,164.1,81.8,2.4,138.67,557.83,771.15,694.25,40.78
2019-10-01,211.7,110.05,3.0,66.38,544.17,647.25,1165.2,41.02
2019-10-02,185.9,94.9,3.8,203.8,595.5,908.1,781.9,49.8
2019-10-03,345.85,206.1,4.6,739.4,809.9,1943.2,657.8,53.7
2019-10-04,389.65,217.35,4.5,319.5,687.1,1177.1,770.9,48.65
2019-10-05,291.25,204.3,3.2,95.0,779.1,924.4,654.7,26.0
2019-10-06,209.25,142.8,3.4,38.1,392.2,451.1,1055.3,38.1
2019-10-07,173.45,94.45,3.4,143.2,587.4,807.1,749.3,40.2
2019-10-08,348.75,179.7,2.9,61.1,429.6,523.1,971.8,38.8
2019-10-09,204.1,95.4,2.7,42.05,440.85,505.6,1175.28,38.2
2019-10-10,271.45,131.7,2.7,60.9,391.7,485.5,1013.88,17.6
2019-10-11,156.1,87.9,2.5,27.8,357.2,399.3,1321.1,35.7
2019-10-12,132.15,83.35,3.5,55.0,660.8,745.0,1017.0,41.3
2019-10-13,166.35,103.75,2.8,40.1,550.9,612.2,1110.1,25.2
2019-10-14,277.15,154.55,4.0,287.2,941.0,1381.1,468.0,33.2
2019-10-15,192.2,108.1,2.9,67.1,520.2,622.9,889.0,32.7
2019-10-16,255.0,132.85,5.1,309.1,736.3,1209.4,863.0,47.5
2019-10-17,216.4,111.4,3.1,116.3,751.0,929.5,882.4,14.8
2019-10-18,259.4,124.4,2.6,42.7,392.0,457.1,1430.1,39.5
2019-10-19,223.7,133.35,4.3,187.9,658.6,947.1,962.8,47.4
2019-10-20,282.2,202.55,5.0,475.0,591.7,1319.6,689.7,66.4
2019-10-21,212.95,112.9,2.7,53.1,492.7,574.4,1085.8,44.7
2019-10-22,352.3,229.6,6.9,855.0,1030.4,2341.35,306.3,45.65
2019-10-23,573.3,400.8,7.3,1130.8,1332.1,3065.9,146.55,84.2
2019-10-24,560.85,422.95,6.8,563.1,1005.4,1869.0,200.3,34.4
2019-10-25,211.45,103.3,2.7,70.1,428.7,536.3,1058.3,29.5
2019-10-26,218.8,130.35,2.4,22.0,309.3,343.3,1420.2,30.7
2019-10-27,356.35,257.45,4.7,269.4,833.5,1246.3,544.8,33.5
2019-10-28,926.5,753.35,5.8,1182.3,954.5,2767.2,421.1,85.6
2019-10-29,260.55,111.2,3.1,74.9,725.1,840.0,1111.1,29.7
2019-10-30,444.8,275.55,3.8,157.7,958.4,1199.9,719.6,16.0
2019-10-31,812.1,606.3,4.4,411.1,1066.7,1696.9,201.3,22.6
2019-11-01,297.75,212.5,3.8,168.1,787.8,1045.1,567.2,12.5
2019-11-02,223.55,124.65,2.4,20.1,249.8,280.2,1387.2,13.7
2019-11-03,321.25,198.95,3.6,102.3,637.1,794.1,717.5,16.7
2019-11-04,303.05,176.85,5.55,509.7,983.7,1764.85,479.55,31.8
2019-11-05,301.55,216.4,3.9,174.8,710.7,979.4,525.2,28.9
2019-11-06,514.5,355.7,4.7,377.4,971.6,1550.0,484.0,36.6
2019-11-07,184.45,104.55,5.0,115.2,799.0,975.2,720.8,23.8
2019-11-08,445.7,276.1,7.5,1814.5,1058.6,3841.1,297.1,110.0
2019-11-09,348.95,247.15,3.0,233.8,941.7,1300.5,384.7,24.0
2019-11-10,325.75,247.7,5.8,346.7,855.3,1386.8,684.8,37.7
2019-11-11,246.15,151.8,3.5,59.4,638.2,729.0,918.3,19.5
2019-11-12,186.75,98.2,3.6,73.1,649.3,761.2,908.9,21.4
2019-11-13,232.8,128.05,3.6,227.4,972.9,1322.1,522.8,23.5
2019-11-14,164.3,94.55,4.2,151.5,983.4,1216.2,882.3,17.7
2019-11-15,317.65,234.55,2.5,105.4,635.0,796.3,732.5,13.3
2019-11-16,447.7,348.85,5.5,419.4,961.3,1604.2,244.9,34.0
2019-11-17,702.35,564.7,10.1,1776.6,1191.5,3915.8,130.6,79.9
2019-11-18,292.65,163.15,4.7,398.7,886.6,1498.0,642.6,24.4
2019-11-19,559.05,386.65,8.0,1678.4,1480.4,4054.0,73.8,77.2
2019-11-20,332.85,213.35,3.8,176.8,996.3,1267.3,677.1,20.6
2019-11-21,662.9,539.05,4.4,368.8,943.9,1509.2,267.8,29.0
